1/2/2019 9:44:03 AM: {"traceIdentifier":"0HLJGBFJEF7VV:00000001","method":"GET","path":"/Cashbooks","tooken":["Bearer eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI4Iiwicm9sZSI6WyJUaHUgTmfDom4iLCJRdeG6o24gTMO9IiwiQWRtaW4iXSwibmFtZSI6InN0cmluZyIsImVtYWlsQWRkcmVzcyI6InN0cmluZ0BnbWFpbC5jb20iLCJzYWxvbklkIjoiMSIsImV4cCI6MTYzMDk4ODUxOSwiaXNzIjoiNzA4YWQwNGJiNDJmZDYxM2Y4Y2Y5ZmY1ZjBmYTU4ODU1ZjMzYjk5NCIsImF1ZCI6IjcwOGFkMDRiYjQyZmQ2MTNmOGNmOWZmNWYwZmE1ODg1NWYzM2I5OTQifQ.QOjbGQBDoLV-iF--uq5Uf38UNT68dPBQxG2cEEuVXAjlGJdu1sq-nAkfdEgtViilSpwkBH6zGj9DagPya4bkVw"],"request":{"date":"2019-01-02T02:37:06.541Z"}}

1/2/2019 3:52:27 PM: {"traceIdentifier":"0HLJGHUAGKAH8:00000002","method":"POST","path":"/CustomerDebtTransactions","tooken":["Bearer eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI4Iiwicm9sZSI6WyJUaHUgTmfDom4iLCJRdeG6o24gTMO9IiwiQWRtaW4iXSwibmFtZSI6InN0cmluZyIsImVtYWlsQWRkcmVzcyI6InN0cmluZ0BnbWFpbC5jb20iLCJzYWxvbklkIjoiMSIsImV4cCI6MTYzMDk4ODUxOSwiaXNzIjoiNzA4YWQwNGJiNDJmZDYxM2Y4Y2Y5ZmY1ZjBmYTU4ODU1ZjMzYjk5NCIsImF1ZCI6IjcwOGFkMDRiYjQyZmQ2MTNmOGNmOWZmNWYwZmE1ODg1NWYzM2I5OTQifQ.QOjbGQBDoLV-iF--uq5Uf38UNT68dPBQxG2cEEuVXAjlGJdu1sq-nAkfdEgtViilSpwkBH6zGj9DagPya4bkVw"],"request":{"customerDebtTransaction":{"id":0,"created":null,"status":null,"updated":null,"salonId":1,"createdBy":null,"updatedBy":null,"salonBranchId":1,"customerId":90,"action":null,"money":100000.0,"invoiceId":null,"cashBookTransactionId":null,"description":"Test","cashBookTransaction":null,"customer":null,"invoice":null,"salon":null,"salonBranch":null,"customerDebtTransactionPayment":[{"id":0,"created":null,"status":null,"updated":null,"createdBy":null,"updatedBy":null,"paymentMethodId":1,"total":100000.0,"paymentBankingId":null,"salonId":null,"salonBranchId":null,"customerDebtTransactionId":null,"customerDebtTransaction":null,"paymentBanking":null,"paymentMethod":null,"salon":null,"salonBranch":null}]}}}

1/2/2019 3:53:31 PM: {"traceIdentifier":"0HLJGHUAGKAH8:00000003","method":"POST","path":"/CustomerDebtTransactions","tooken":["Bearer eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI4Iiwicm9sZSI6WyJUaHUgTmfDom4iLCJRdeG6o24gTMO9IiwiQWRtaW4iXSwibmFtZSI6InN0cmluZyIsImVtYWlsQWRkcmVzcyI6InN0cmluZ0BnbWFpbC5jb20iLCJzYWxvbklkIjoiMSIsImV4cCI6MTYzMDk4ODUxOSwiaXNzIjoiNzA4YWQwNGJiNDJmZDYxM2Y4Y2Y5ZmY1ZjBmYTU4ODU1ZjMzYjk5NCIsImF1ZCI6IjcwOGFkMDRiYjQyZmQ2MTNmOGNmOWZmNWYwZmE1ODg1NWYzM2I5OTQifQ.QOjbGQBDoLV-iF--uq5Uf38UNT68dPBQxG2cEEuVXAjlGJdu1sq-nAkfdEgtViilSpwkBH6zGj9DagPya4bkVw"],"request":{"customerDebtTransaction":{"id":0,"created":null,"status":null,"updated":null,"salonId":1,"createdBy":null,"updatedBy":null,"salonBranchId":1,"customerId":90,"action":null,"money":100000.0,"invoiceId":null,"cashBookTransactionId":null,"description":"Test","cashBookTransaction":null,"customer":null,"invoice":null,"salon":null,"salonBranch":null,"customerDebtTransactionPayment":[{"id":0,"created":null,"status":null,"updated":null,"createdBy":null,"updatedBy":null,"paymentMethodId":1,"total":100000.0,"paymentBankingId":null,"salonId":null,"salonBranchId":null,"customerDebtTransactionId":null,"customerDebtTransaction":null,"paymentBanking":null,"paymentMethod":null,"salon":null,"salonBranch":null}]}}}

1/2/2019 3:54:59 PM: {"traceIdentifier":"0HLJGHVRHUNMK:00000002","method":"POST","path":"/CustomerDebtTransactions","tooken":["Bearer eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI4Iiwicm9sZSI6WyJUaHUgTmfDom4iLCJRdeG6o24gTMO9IiwiQWRtaW4iXSwibmFtZSI6InN0cmluZyIsImVtYWlsQWRkcmVzcyI6InN0cmluZ0BnbWFpbC5jb20iLCJzYWxvbklkIjoiMSIsImV4cCI6MTYzMDk4ODUxOSwiaXNzIjoiNzA4YWQwNGJiNDJmZDYxM2Y4Y2Y5ZmY1ZjBmYTU4ODU1ZjMzYjk5NCIsImF1ZCI6IjcwOGFkMDRiYjQyZmQ2MTNmOGNmOWZmNWYwZmE1ODg1NWYzM2I5OTQifQ.QOjbGQBDoLV-iF--uq5Uf38UNT68dPBQxG2cEEuVXAjlGJdu1sq-nAkfdEgtViilSpwkBH6zGj9DagPya4bkVw"],"request":{"customerDebtTransaction":{"id":0,"created":null,"status":null,"updated":null,"salonId":1,"createdBy":null,"updatedBy":null,"salonBranchId":1,"customerId":90,"action":null,"money":100000.0,"invoiceId":null,"cashBookTransactionId":null,"description":"Test","cashBookTransaction":null,"customer":null,"invoice":null,"salon":null,"salonBranch":null,"customerDebtTransactionPayment":[{"id":0,"created":null,"status":null,"updated":null,"createdBy":null,"updatedBy":null,"paymentMethodId":1,"total":100000.0,"paymentBankingId":null,"salonId":null,"salonBranchId":null,"customerDebtTransactionId":null,"customerDebtTransaction":null,"paymentBanking":null,"paymentMethod":null,"salon":null,"salonBranch":null}]}}}

1/2/2019 3:56:25 PM: {"traceIdentifier":"0HLJGI0LOVOMO:00000002","method":"POST","path":"/CustomerDebtTransactions","tooken":["Bearer eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI4Iiwicm9sZSI6WyJUaHUgTmfDom4iLCJRdeG6o24gTMO9IiwiQWRtaW4iXSwibmFtZSI6InN0cmluZyIsImVtYWlsQWRkcmVzcyI6InN0cmluZ0BnbWFpbC5jb20iLCJzYWxvbklkIjoiMSIsImV4cCI6MTYzMDk4ODUxOSwiaXNzIjoiNzA4YWQwNGJiNDJmZDYxM2Y4Y2Y5ZmY1ZjBmYTU4ODU1ZjMzYjk5NCIsImF1ZCI6IjcwOGFkMDRiYjQyZmQ2MTNmOGNmOWZmNWYwZmE1ODg1NWYzM2I5OTQifQ.QOjbGQBDoLV-iF--uq5Uf38UNT68dPBQxG2cEEuVXAjlGJdu1sq-nAkfdEgtViilSpwkBH6zGj9DagPya4bkVw"],"request":{"customerDebtTransaction":{"id":0,"created":null,"status":null,"updated":null,"salonId":1,"createdBy":null,"updatedBy":null,"salonBranchId":1,"customerId":90,"action":null,"money":100000.0,"invoiceId":null,"cashBookTransactionId":null,"description":"Test","cashBookTransaction":null,"customer":null,"invoice":null,"salon":null,"salonBranch":null,"customerDebtTransactionPayment":[{"id":0,"created":null,"status":null,"updated":null,"createdBy":null,"updatedBy":null,"paymentMethodId":1,"total":100000.0,"paymentBankingId":null,"salonId":null,"salonBranchId":null,"customerDebtTransactionId":null,"customerDebtTransaction":null,"paymentBanking":null,"paymentMethod":null,"salon":null,"salonBranch":null}]}}}

1/2/2019 3:57:04 PM: {"traceIdentifier":"0HLJGI0LOVOMN:00000002","method":"POST","path":"/CustomerDebtTransactions","tooken":["Bearer eyJhbGciOiJIUzUxMiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI4Iiwicm9sZSI6WyJUaHUgTmfDom4iLCJRdeG6o24gTMO9IiwiQWRtaW4iXSwibmFtZSI6InN0cmluZyIsImVtYWlsQWRkcmVzcyI6InN0cmluZ0BnbWFpbC5jb20iLCJzYWxvbklkIjoiMSIsImV4cCI6MTYzMDk4ODUxOSwiaXNzIjoiNzA4YWQwNGJiNDJmZDYxM2Y4Y2Y5ZmY1ZjBmYTU4ODU1ZjMzYjk5NCIsImF1ZCI6IjcwOGFkMDRiYjQyZmQ2MTNmOGNmOWZmNWYwZmE1ODg1NWYzM2I5OTQifQ.QOjbGQBDoLV-iF--uq5Uf38UNT68dPBQxG2cEEuVXAjlGJdu1sq-nAkfdEgtViilSpwkBH6zGj9DagPya4bkVw"],"request":{"customerDebtTransaction":{"id":0,"created":null,"status":null,"updated":null,"salonId":1,"createdBy":null,"updatedBy":null,"salonBranchId":1,"customerId":90,"action":null,"money":100000.0,"invoiceId":null,"cashBookTransactionId":null,"description":"Test","cashBookTransaction":null,"customer":null,"invoice":null,"salon":null,"salonBranch":null,"customerDebtTransactionPayment":[{"id":0,"created":null,"status":null,"updated":null,"createdBy":null,"updatedBy":null,"paymentMethodId":1,"total":100000.0,"paymentBankingId":null,"salonId":null,"salonBranchId":null,"customerDebtTransactionId":null,"customerDebtTransaction":null,"paymentBanking":null,"paymentMethod":null,"salon":null,"salonBranch":null}]}}}

